Iterations,input,output
7927,((r→(r→s))(¬p))⊢(t∨(¬p)),((∨()(p))((∨)((()(())))
7928,(s(s∧q))⊢(s→q),((∧∧))((∨)(()
7929,((t∧(r∨s))q)⊢(r∨q),((∧q))(q))((∨q)()
7930,((p→p)(q∧r))⊢(r∨t),((→∧))(())((∨∨)(∨)
7931,((p∨t)(p∧r))⊢((p∧r)∧p),((pp)ppp))((pp)(pp))
7932,((¬q)(q∧t))⊢((¬q)→q),((qq)q∧q)(qq)qqq)
7933,((q∧t)((t∨p)∨s))⊢((q∧t)∨t),((tt)(tt))(tt)((tt())))
7934,((p∧q)((q∨r)→t))⊢((p∧q)∨p),((∨()(()))((∨)((∨∨))∨)))
7935,(((t∧t)→r)q)⊢((q∨q)∨p),((∨q))(q))((∨))(∨∨)))
7936,(((t→p)→q)r)⊢(q∨r),((→→))(q∨)((∨∨)(∨∨))
7937,(p((s∨p)∧r))⊢(p∨((s∨p)∧r)),((pp)(pp))(pp)((pp())))
7938,((s∧s)((t∧p)→s))⊢(r∨((t∧p)→s)),((→()(s∧))((s)(((s()∧s))
7939,((s→q)(¬t))⊢(p∨(¬t)),((∧))(∧))((∨)((()(()
7940,((s∧s)(¬t))⊢(r∨((s∧s)∨s)),((∧∧)(∧))((s))(())()))
7941,((s∧q)s)⊢(s∧s),((∧∧))((s∧((
7942,(q(r∨q))⊢(q∨q),q(qq)q(q∨q)(∨q)
7943,(r(r→t))⊢(q∨(r→t)),((→→))(q∨)((∨∨)(∨∨))
7944,(r(t∨(t∨s)))⊢((t∨(t∨s))∨t),((∨∨)(∨t))((∨)((∨∨))∨)))
7945,((p∨s)(q∧s))⊢(p∨s),((∧∧))(())((∨))(
7946,(r(s∧s))⊢(t∨r),((∧∧))((∨)(()
7947,(q(t∨s))⊢(q→(q→(t∨s))),((→→))(q))((∨))(∨∨)))
7948,(p(r→(p∧p)))⊢((r→(p∧p))∨r),((→p)(pp))(p∨))(pp))∨p))
7949,(q(t→(p∨q)))⊢(s∨q),((→q))(q))((∨∨)(∨∨))
7950,(t((q∨t)∧t))⊢(t→((q∨t)∧t)),(ttttttttttttttttttttt))
7951,(q(q∨(¬r)))⊢(q∧(s∨q)),((qq)qqq)((qqq)(qqq)
7952,((¬s)(p∧(r∨r)))⊢((¬s)∨p),(¬p)((¬))((∨)((()(())(
7953,(q(q∧q))⊢(q∨q),q(qq)q(qqqq(qq)
7954,(q((s∧t)∧q))⊢(q∧((s∧t)∧q)),((∧∧))∧∧))(q∧∧∧(q∧∧)∧)
7955,(t(p→(t∧s)))⊢(t→(p→(t∧s))),((→→))t→))((∨))(t→))∨t))
7956,(t(s∧r))⊢(r∨(t∨t)),((∧∧))(())((∨∨)()
7957,(t(r∨(t∧t)))⊢(t∨s),((tt))(t))((∨t)()
7958,((¬r)((p∧q)∨t))⊢((t∨(¬r))∨q),(¬∨)((∨))((∨)((∨)((∨)((∨))
7959,(((t→r)∧q)r)⊢(r∧q),((∧∧))(())((∨q)(
7960,(q(s∧(p∨t)))⊢(q∨r),((∧∧))(())((∨∨)()
7961,((q∨t)(¬t))⊢(r∨(q∨t)),((∨∨)(∨t)((∨∨))(∨∨))
7962,(((s∨p)∨q)(s∨t))⊢(((s∨p)∨q)∧(s∨t)),((∨()(∨))((∨∨)((((((∨))((∨)))))))
7963,((p∨p)(s∧(t∨p)))⊢((p∨p)→((p∨p)∧(s∧(t∨p)))),(p∨pp(p))((pp)(ppp(ppp(p(pppp)ppppp)p))))
7964,((t→q)r)⊢((t→q)∨p),((→→))(t∨)((∨∨)(∨∨))
7965,((s∨s)(s∧t))⊢t,((∧∧))((∨)(()
7966,(((s∧s)∧p)q)⊢(q∨q),((∧∧))(())((∨q)(
7967,(p(t→s))⊢(p∧(q∨p)),((∧p))(p))((∨p)()
7968,(((p∧q)→t)t)⊢(t∨q),((tt))(t))((∨t)()
7969,((¬r)(r∨p))⊢(t∨(¬r)),(¬∨)((¬))((∨)(∨()(∨))
7970,((¬q)((r∨t)∨s))⊢((¬q)→((¬q)∨r)),(¬∨)((∨))(∨∨)((∨)((∨)((∨)))))))
7971,(q(q∨(t∧t)))⊢((q∨(t∧t))∨q),((qq)(tt)((qqq((qqtq)q))
7972,(r(r∧(p∧p)))⊢p,((∧∧))((∨)(
7973,((t∨s)((s∨r)→r))⊢(t∨(t∨s)),((∨()(()))((∨)((∨∨))∨)))
7974,(t(t→p))⊢((t∨p)∨r),((∨p))(t∨)((∨∨)(∨∨))
7975,((r∧q)(q∨p))⊢((q∨p)∧(s∨(q∨p))),((∨()(∨))(((∨)((((())))()
7976,((t∧t)(r∧s))⊢((r∧s)∧t),((∧∧))∧∧))((∧∧)(
7977,(q(q∧q))⊢(r∨q),q(qq)q((∨qq()
7978,(s(q→(p∨q)))⊢((q→(p∨q))∨s),((→()(()))((∨)((∨∨))∨)))
7979,(t(q→q))⊢((q→q)→(p∨(q→q))),(q→→q)qq))((∨q)(qq)q∨q))
7980,((t∧q)(r∧r))⊢(p∨r),((∧∧))(())((∨∨)(
7981,(((s∧t)∧q)r)⊢(r∨(r∨p)),((∧r))()))((∨))(∨∨))
7982,((p∧p)s)⊢(t∨(p∧p)),((pp)p(p))((pp)(
7983,(((s∧p)∨q)t)⊢(((s∧p)∨q)∧t),((∧()(∧)))((∨)(())()))
7984,((p∧q)(t∧p))⊢((t∧p)∨q),((∧∧))∧t))((∨))()))
7985,((s∨s)t)⊢(r∨t),((∧∧))((∨))(∨)
7986,(((r→r)∧s)t)⊢(t∧(r→r)),((→∧))(∧))((∨))()∨)))
7987,((q∨p)p)⊢(p∨((q∨p)→p)),((∨∨)((p))((∨))(∨∨))∨)
7988,((t→s)(t∧s))⊢((t∧s)∧t),((∧∧))∧∧))((∧∧)(∧)
7989,((r∧q)(t∨r))⊢(t∨((r∧q)∨p)),((∨()(∨)))((∨)((∨∨))∨))
7990,((t∧(t∨p))q)⊢(t∨p),((tt))(t))((∨t)(∨)
7991,(r(t∧(q∨r)))⊢(r→(t∨r)),((∨r))()))((∨))(∨∨)))
7992,((p∨(¬r))p)⊢((r∨p)∨q),((∨∨)(∨∨)((∨∨))(∨∨))
7993,(q(s→t))⊢(q→(q∨r)),((→→))(q∨)((∨q)(∨))
7994,((p∧p)(t→r))⊢(q∨(p∧p)),((∧p))(p))((∨))(∨∨))
7995,(((s∧q)∧p)q)⊢(s∧q),((∧∧))∧()∧((∧∧)
7996,((t∧q)(t∨p))⊢(t∧q),((∧∧))(t))((∨t)(
7997,(q(t→s))⊢((q∨t)∨s),((→→))(t))((∨))(∨))
7998,((s∧s)p)⊢((s∧s)→(s∨(s∧s))),(s∧∧)(s∧)ssssssss∧ss∧s)
7999,(q(s∧(s∧p)))⊢(s∧p),((∧∧))∧()∧((∧∧)
8000,((t→q)r)⊢(r→(r∨r)),((→r))(r∨)((∨r)(∨∨))
8001,((p∧p)q)⊢(q→(q∨q)),((∧q))(q))((∨q)()
8002,((s→(t∧r))s)⊢(r∨(s→(t∧r))),((→())s∧))((∨))((→))∨)))
8003,((p→s)q)⊢(t∨(t∨q)),((→→))(t∨)((∨∨)(∨∨))
8004,(t(t∧p))⊢((q∨t)∨q),((tt))(t))((∨t)(∨)
8005,((t∧(¬s))r)⊢(t∨r),((∧∧))(()(((∨))
8006,((¬t)(p∨s))⊢((¬t)∧((¬t)∨p)),(¬∨)((¬))((∨)((∨)((¬)((∨))
8007,((q→(r→t))r)⊢((r∨r)∨t),((→∨))(∨))((∨))(∨∨))∨)
8008,((¬s)(p∨t))⊢(r∨(p∨t)),((∨p)(∨p)((∨∨))(∨∨))
8009,(r(q∧t))⊢((q∧t)→((q∧t)∨t)),((∧q))tq))((qq)(qq())))
8010,((s∨(r→r))s)⊢((s∨(r→r))∨r),(r→rrrrr))(rrr((rrrr∨r))
8011,(q(r→q))⊢(q∧(q∨q)),q(qqqq(qqqq(qq)qqqq)
8012,((t→r)(¬t))⊢(¬t),((∧))(∧t)(()∨))
8013,((q∨r)(q∧q))⊢((q∨r)∨s),((qq))qq))((∨q)(q∨)))
8014,(((t∨r)→r)(q∨t))⊢(p∨(q∨t)),((∨∨)(∨∨))((∨)((∨∨))∨∨))
8015,(s((q∧q)∨p))⊢(s→((q∧q)∨p)),((∧()(q)))((∨)((()()))))
8016,((q→q)(p→(t∧s)))⊢((q→q)→(p→(t∧s))),((→()(→→))(→∨)(((→((→))((→)))))
8017,(((q∨t)∧t)(t∧s))⊢((q∨t)∨s),((tt)(tt))((∨)((tt())))
8018,((¬p)(r→q))⊢((¬p)∨t),((∨))(¬))((∨)((()(()
8019,(q(t∧(r∧s)))⊢(q∧(t∧(r∧s))),((∧∧)(∧∧))((∧∧∧(∧∧∧))
8020,((r∧(q→q))((r→s)∧r))⊢(((r→s)∧r)→r),(r→(r(r)))(rrr((r→(rrr)((rr)r))
8021,((t→s)(p∧q))⊢((p∧q)∨p),((∧∧))()))((∨))()∨))
8022,((t∨p)((t∧t)→q))⊢(s∨((t∧t)→q)),(tttt(tt))(tt)((tt(ttt))
8023,((p→s)r)⊢(s∨r),((→∧))((∨))(∨∨)
8024,((q∧(t→t))q)⊢(t∨(t∨q)),((tq))(t)t((∨t)(ttt))
8025,(((t∧p)∨s)(t∨q))⊢(p∨(t∨q)),((∨∨)(tt))((∨)((∨∨))∨)))
8026,(q(p∧s))⊢(q→(p∧s)),((∧∧))(())((∨s)(
8027,((s→t)(r∧s))⊢(t∨(s→t)),((→→))(∧))((∨))(∨→)))
8028,((s∨(p→q))(p→p))⊢(s∨(p→q)),((→→)((→))((∨))(∨∨))∨)))
8029,((p∨q)(s∨(¬s)))⊢(r∨(s∨(¬s))),((∨(((∨))((∨)((∨)((()((())
8030,(((p→r)∧q)s)⊢(((p→r)∧q)∧q),((∧∧))∧∧))((∨))()∧()))
8031,(p((p∧t)∧s))⊢(p→s),((∧∧))(())((∨p)(
8032,(((t∧t)∧q)s)⊢(s∧(s∨t)),((∧∧))∧∧))((∧∧)(∧)
8033,((t∧q)s)⊢(s∧(s∨q)),((∧∧))(())((∧∧)(
8034,(((¬t)∧t)t)⊢(t→(r∨t)),((tt)ttt)((ttt)(ttt)
8035,((t∨s)s)⊢((t∨s)→(t∨(t∨s))),((→()(()))((∨)((∨∨))∨)))
8036,((r→(q∨q))s)⊢(s∨p),((→→))(r))((∨∨)(∨))
8037,(s(r∧p))⊢(s∧(s∨q)),((∧∧))(())((∨s)(
8038,(t(r∧r))⊢((r∧r)∨r),((rr))(r))((∨r)(
8039,((t→p)s)⊢(s→(s∨q)),((→→))(())((∨→)(∨))
8040,((q∨(p∧q))(t→(r∨s)))⊢((t→(r∨s))∨s),((→()(→)))((∨)((()((∨))((()))))))
8041,((r∨s)r)⊢((r∨s)∨t),((∨r))(r∨)((∨r)(∨∨))
8042,((r∨p)(r→r))⊢(r∨((r∨p)∨t)),((∨∨)(∨∨))(∨∨r((∨∨))∨∨))
8043,((r∧(q∧t))p)⊢((r∧(q∧t))∧p),((∧∧)(∧∧))((())()∧())
8044,(((s→t)∧q)p)⊢((s→t)∧q),((∧∧))∧∧))((∨))()→)))
8045,((s∧q)p)⊢(q∨p),((∧∧))((∨)(()
8046,((p∧s)(r→t))⊢(s∨(r→t)),((→→))()))((∨))(∨∨)))
8047,((q∧(r∨p))(s∨q))⊢((s∨q)∨p),((∨()(∨)))((∨)((∨∨))∨)))
8048,(r(s→(q→s)))⊢(r∧(r∨p)),((→r))(r))((∨r)(∨∨)))
8049,((q∨(p→q))(¬s))⊢(s∨(¬s)),((∧()(∧))((∨)((())())))
8050,((r∧s)p)⊢(s∨p),((∧∧))((∨)(()
8051,((s→r)(p→(s→p)))⊢((s→r)→(p→(s→p))),((→→→→s→))(→s→((→→(→→s)(→→(→→→)))
8052,((s∧s)p)⊢p,((∧∧))(
8053,((t→(r∧t))q)⊢(q→(t∨q)),((→q))(q))((∨q)(q∨)))
8054,((s∨(¬p))q)⊢((s∨(¬p))∨p),(¬∨)((∨))((∨)((()(())()
8055,(((q∨t)∧t)(t∧s))⊢((t∧s)∨p),((∧t)(tt))((t))(tt()))
8056,(r(t∨q))⊢(r∨r),((r∨))(r∨))(∨∨)
8057,((s∧q)s)⊢(s∨t),((∧∧))((∨)(()
8058,(((p→p)∨r)((p∨t)→p))⊢(q∨((p∨t)→p)),(p∨(p(∨∨))(p∨)((∨p((∨p)(∨∨))∨∨)))
8059,(((p∧q)∧t)r)⊢(r∧(r∨r)),((∧∧))()))((∨))()∨))
8060,(r((p∨p)∨r))⊢(r∨r),((∨∨)r(r∨r((∨r)(∨∨))
8061,((p∧t)(s→s))⊢((p∧t)∧p),((∧∧))∧p))((sp)(∧))
8062,((t→(r∨s))(r→s))⊢(p∨(t→(r∨s))),((→()(→→))((∨)((∨→((∨)))∨)
8063,(p(r∧t))⊢(p→(p∨s)),((pp))(p))((∨p)()
8064,(((q→t)∨s)t)⊢((q∨t)∨t),((tt))(t))((∨t)(t∨))∨)
8065,((¬q)((p→q)∧r))⊢((¬q)→r),((∧()(q))((q)((())())))
8066,(p((t∧q)→s))⊢(p∧(s∨p)),((∧∧))(p))((∨))()∨))
8067,(s(s∧q))⊢(s∨r),((∧∧))((∨)(()
8068,(p((s∧p)∧r))⊢(r∨t),((∧∧))(())((∨))(
8069,((p∨r)p)⊢((p∨r)→((p∨r)∨r)),((∨∨)(∨∨))(∨∨)((∨∨))∨∨))
8070,(q(r→r))⊢(s∨q),((r∧))((∨))(∨∨)
8071,(q((¬r)→q))⊢(((¬r)→q)∨r),((∨r)(q))((∨)((()(())))
8072,(pq)⊢(p∨q),((∧∧))((∨∨)
8073,((t→r)(¬t))⊢((¬t)∨p),((∨))(∧))((∨)((()(()
8074,((r∧(r∨t))s)⊢(s∨r),((rr))(r))((∨r)()
8075,(q((¬t)∧p))⊢(t∨(q∨q)),((qq)(tt)(((∨))()∨))
8076,((q→s)(q∧(p→q)))⊢((q→s)∨p),((→→))()))((∨))((→))∨)))
8077,(((q→r)∨q)s)⊢(s∨(s∨t)),((→→))()))((∨))(∨∨)))
8078,(t(t→s))⊢(q∨t),((∧→))((∨))(∨t)
8079,(((r∨t)∨t)r)⊢(r∧(r∨p)),((∨∨))(∨))((∨))(∨∨)))
8080,((r∧s)(¬p))⊢(((¬p)∨s)∨p),(¬p)((¬p)((∨)((()(())(
8081,(q(s∧(s∨s)))⊢(q→(q∨r)),((→q))()))((∨))(∨∨)))
8082,((t∨(t∨p))t)⊢(s∨(t∨(t∨p))),(t∨∨)(tt)t(ttt((t∨)t∨t))
8083,(t(s∨s))⊢(t∨(t∨p)),((∨t))(t))((∨∨)(∨∨))
8084,((p∨(t∨s))p)⊢(p∨q),((∨p))(p∨)((∨∨)(∨∨))
8085,((s∨q)t)⊢(t∧(s∨t)),((∧∧))(t))((∨t)()
8086,(p(t∧(q∨t)))⊢t,((∧∧))((∨t)()
8087,((s∨(p→p))(p→t))⊢((p→t)∨t),((→p)(p→))((∨))(∨p))∨p))
8088,((q∧p)(p→t))⊢((p→t)∨s),((→p))(p))((∨))(∨∨)))
8089,(s(p∨s))⊢(s∧(r∨s)),((∧∧))(())((∨s)(
8090,((s∧q)(t∨q))⊢((t∨q)→s),((∧q))(q))((∨q)(q∨)))
8091,(t((q→q)→t))⊢((t∨q)∨q),((qq))(q))((∨q)(q∨))∨)
8092,((r→(r∧p))s)⊢((s∨q)∨s),((→r))()))((∨))(∨∨)))
8093,(((s∨p)∧s)((p∨r)∧t))⊢(((s∨p)∧s)∨p),(pp()(p))((pp)((()(()))()()))))
8094,((s∧(r→s))q)⊢(q→(r→s)),((→→))(∧))((∨→)(s→)))
8095,(((s→t)∧q)p)⊢(((s→t)∧q)→(s→t)),((→→)(∧→))((∨)(((→()→s))
8096,((¬r)((s∧s)∧r))⊢(p∨((¬r)∨r)),(¬r)((r))((∨)((r))())((()
8097,(((¬q)∨s)p)⊢(p∨s),((∧∧))(p)(((∨))(
8098,(((t∨p)∨q)r)⊢(t∨(r∨r)),((∨∨))(∨))(∨∨))(∨∨))∨)
8099,((s→(p→t))(s∧s))⊢(q∨((s→(p→t))∨q)),((→()(→→))(→∨)(((→((∨))((→))))))
8100,((r→(t∧q))s)⊢(p∨(r→(t∧q))),((→())()))((∨))((→))∨)))
8101,(q(q∧(r∨r)))⊢(q∧(r∨r)),((rr))qr))((∨r)(q∨))
8102,(((t∨r)→p)q)⊢(r∨((t∨r)→p)),((∨∨)((∨))((∨)((∨∨))∨∨))
8103,((p→q)(¬r))⊢((p→q)∨s),((∨()(()))((∨))()∨))
8104,(((¬q)∨q)r)⊢((r∨r)∨q),((∨∨)(∨r)((∨∨r)(∨∨∨)
8105,((q∨s)(t∧t))⊢(q∨(q∨s)),((qq))(q))((∨q)(∨∨)))
8106,(s(t→(p∨r)))⊢(s∨q),((→→))(())((∨∨)(∨))
8107,(((t∨t)∧s)(s∧p))⊢((s∧p)∨r),((∧∧)(∧)))((∨))())()))
8108,(s(r→t))⊢(s∨(r→t)),((→→))((∨)((∨→)(∨))
8109,((p→p)(r∨s))⊢(p∨(p→p)),((→p)p(p))(ppp)(pp))p)
8110,(s(r→r))⊢(s→(r→r)),((→→))(r∨)((∨→)(∨))
8111,((p∧p)(q∧q))⊢(t∨(q∧q)),((∧∧))∧q))((∨q)()))
8112,((p→(q∧p))(r∨s))⊢((p→(q∧p))→(r∨s)),((→()(→)))((∨)((()((∨))((()))))
8113,((s∧s)p)⊢((r∨p)∨q),((∧∧))(())((∨))()
8114,((r→t)(p∧r))⊢((p∧r)∨q),((→∧))()))((∨))(∨∨))
8115,(((t∧q)∨r)(¬s))⊢(((¬s)∨r)∨p),(¬∨)((∨))((∨)((∨)(())((())
8116,((q∨(p→s))(¬q))⊢(q∨(¬q)),((∨))(q))((∨)((()(())))
8117,((¬q)(q∧s))⊢⊥,((∧∧))∧()∧)
8118,((q∧(q∨p))q)⊢(r∨(q∧(q∨p))),((∨q)(q))(((∨)((q∨)))))
8119,(((t→q)→q)(t→t))⊢(s∨(t→t)),((→→t)t→))((∨t)(tt)t∨t))
8120,(t((¬t)∧r))⊢(t∧(q∨t)),((∧t)(∧t)(((())())
8121,(r((s∨s)→p))⊢(r→((s∨s)→p)),((→→)((→))((∨))(∨→))∨)))
8122,((t∧s)r)⊢(s∨r),((∧∧))((∨)(()
8123,(q(r∧t))⊢(((r∧t)∨s)∨p),((∧∧))()))((∨))(∨∨))
8124,(p(s→(t∧r)))⊢(p→(q∨p)),((→p))(p))((∨))(∨∨)))
8125,((s→r)(q∧q))⊢((q∧q)∨r),((∧q))qq))((qq)(qq)))
8126,((¬r)((p→s)→s))⊢(q∨(¬r)),((∧()(r))((∨)((())())))
8127,((s∨r)q)⊢((s∨r)∧(r∨(s∨r))),((rr)(rr))(rrr((rrr)∨r))
8128,((s∨s)(t→p))⊢((s∨s)→(t→p)),((→→))(→))((∨))(∨→))∨)))
8129,((¬q)(¬p))⊢(p∨(r∨(¬p))),(¬∨)(¬¬))((∨)(∨∨)(∨¬)(∨)
8130,(r(r∧p))⊢((r∧p)→p),((∧∧))(p))((∨s)(
8131,(q(s∨q))⊢((s∨q)∨p),((∨∨))(q))((∨∨)(∨∨))
8132,((s∨s)(¬t))⊢(t∨(s∨s)),((∧()(∧))(((∨))()∨))
8133,((¬s)(q∧p))⊢(t∨(¬s)),(¬∧)((∧))(())(())
8134,(s((p∨s)∨q))⊢(s→(p∨s)),((→p))()))((∨))(∨∨)))
8135,((p∨q)p)⊢(p→(q∨p)),((∨∨))(p∨)((∨∨)(∨∨))
8136,((q→(s∨s))q)⊢((q→(s∨s))∧((q→(s∨s))∧q)),((→(q(q)))(q()((()((→))(((()q)))()))
8137,((s∨p)t)⊢((s∨p)→((s∨p)∨s)),((∨p)(pp))((∨)((∨p))∨p))
8138,((p∨s)(q∧s))⊢((p∨s)∨r),((→r))()))((∨))(∨∨)))
8139,((p∧(q→r))(¬p))⊢p,((∧∧))(p))((∨))
8140,((¬r)(t→s))⊢((s∨(¬r))∨t),((∨()(∨))((∨)((()(())))
8141,((r∨(s∨s))(¬s))⊢((¬s)∧((¬s)∨p)),(¬s)((¬))((¬)((¬))(()((¬))))))
8142,(((t→r)∧q)r)⊢(r→q),((→→))(())((∨q)())
8143,(s(s∧(t→r)))⊢(q∨s),((∧∧))(())((∨s)()
8144,(s((t→p)∧r))⊢(r∨r),((→∧))(())((∨∨)()
8145,((s∨q)(t→p))⊢(r∨(t→p)),((→→))(→))((∨))(∨∨)))
8146,((r→p)((¬q)∨t))⊢((r→p)→((¬q)∨t)),((∨()(∨))((∨)((((((())(())))))))
8147,(((q∨s)∧q)r)⊢(((q∨s)∧q)→(((q∨s)∧q)∨p)),(q→(q(q))((q))((()(()))((q))q))))))
8148,(q(t→r))⊢((p∨q)∨p),((∨∨))(t∨)((∨∨)(∨∨))
8149,(((s∧p)∧q)p)⊢(((s∧p)∧q)∨s),((∧∧)(∧∧))((())()∧()))
8150,((¬p)((s∧q)∧t))⊢(r∨((s∧q)∧t)),((∧()(∧))((∧)((())())))
8151,(((q→s)∨p)p)⊢(((q→s)∨p)∨r),((→()(()))((∨)((∨∨))∨)))
8152,(((p→t)→p)s)⊢(((p→t)→p)∨s),((→→))p→))((∨))(∨→))∨p))
8153,((p→s)s)⊢((p→s)∧s),((∧∧))(())((ss)()
8154,(s(t→r))⊢(s→(t→r)),((→→))((∨)((∨→)(→))
8155,((q→(¬s))((t∧t)→p))⊢(((t∧t)→p)∨p),((t()(t))((t()((()(()))()())))
8156,((p→r)((r→t)∧r))⊢((p→r)∨q),((→()(()))((∨))(∨∨))∨)))
8157,(q(s∧(p∨t)))⊢(q∧(q∨q)),((∧q))(q))((∨q)(q∨))
8158,((r→s)t)⊢((r→s)∨t),((→→))((∨)((∨→)(∨))
8159,(p((s∨p)∧r))⊢(p∧(p→((s∨p)∧r))),(ppp)(pp))(pp)((pp(p)p))
8160,((t∨(t→t))p)⊢(s∨(p∨t)),((∨t))(t))((∨t)(∨∨)))
8161,(s(s∧(r∨p)))⊢(s∧s),((∧∧))(())((∧s)(
8162,((s∧r)(r→(s∧t)))⊢((r→(s∧t))∨s),((→()(s∧))((s)((ss()∧s))
8163,((r∨s)((s∧s)→s))⊢(p∨(r∨s)),((→()(s)))((∨)(((s()∨)))
8164,((s→r)(q∧q))⊢((q∧q)→q),((∧qq)qq)q((qq)(qqq))
8165,(s((¬r)∨r))⊢(((¬r)∨r)∨s),(¬rr((r))((∨)((r)(())()
8166,(t(s→r))⊢t,((∧∧))((∨)
8167,((p∨(r∧q))((p→r)→r))⊢((p∨(r∧q))∧((p∨(r∧q))∨s)),(r∨()(r))((r)(((()((()(((()(r((((r)))))))))))))))))))))
8168,(r((q∧q)∧s))⊢(((q∧q)∧s)→s),((∧∧))∧∧))((∧∧∧(∧∧()∧)
8169,((s→p)q)⊢(q∨(q∨p)),((→∨))(q))((∨∨)(∨∨))
8170,(qt)⊢(q∨r),((qq))((∨∨)
8171,(((q∨t)∧t)(t∧s))⊢((t∧s)∨r),((∧()(∧)))((∨))())()))
8172,(p((¬q)∧t))⊢(p→(q∨p)),((∧()(())(((∨))()∨))
8173,((t∧t)p)⊢((t∧t)∨r),((∧t))(t))((∨t)(
8174,((r→t)(p∧q))⊢((p∧q)∧q),((∧∧))∧∧))((∨))())
8175,(t((q→q)→t))⊢(((q→q)→t)∨s),((→→q)(→))((∨→)(q→))∨q))
8176,((t→s)q)⊢((t→s)→((t→s)∧q)),((→→))→→))((∨→)((→))→)))
8177,(p(t∧(q∨t)))⊢(p→(r∨p)),((∨p))(p))((∨))(∨∨)))
8178,(((¬r)∧s)s)⊢(s∧(q∨s)),((∧∧)(∧∧)((()))()
8179,((¬q)r)⊢(s∨(¬q)),(¬∧))¬¬))(())()
8180,((t∧t)q)⊢((q∨t)∨p),((tt))(t))((∨t)(∨)
8181,((¬s)((s∨q)∨t))⊢((¬s)→((¬s)∨t)),(¬∨)((∧))((∨)((∨))(()((()))))))
8182,((s∧p)(q→t))⊢((s∧p)∧(q→t)),((∧∧))∧∧))((∨))((∧()∧)
8183,((p→p)(r∨s))⊢((r∨s)∨t),((∨p))(p))((∨))(∨∨)))
8184,(r(r∨r))⊢(r∨t),((r∨)r(r∨r)(∨∨)
8185,(((p∧r)→r)(r∨p))⊢((p∧r)→r),((→r)(rr))((∨r)(rr))∨r))
8186,(((r∧t)→r)q)⊢(((r∧t)→r)→q),((→())q)))((∨))((→))∨)))
8187,(q(r∨q))⊢(q∨r),((qq))(q∨q)(∨∨)
8188,((p∨(¬r))(r∧p))⊢(r∨r),((rr)(rr)((∨∨r)()∨))
8189,(p(q∧s))⊢((q∧s)→s),((∧∧))(())((∧s)(
8190,(s(r∨p))⊢(s∧(q∨s)),((∧∧))(())((∨))()
8191,((q→(r∨p))((s→p)∨r))⊢((q→(r∨p))∧((s→p)∨r)),(r→()(→)))(→∨)((()((())((r)(r))(∨∨))r)))))))
8192,((r→r)s)⊢(s∧(s∨q)),((∧∧))(())((∨s)()
8193,((p→t)t)⊢((p→t)→((p→t)∨p)),((→→))(→))((∨))(tp))∨t))
8194,(t((s∨q)∧p))⊢(q∨p),((∧∧))(())((∨∨)()
8195,(q(q∨(r∨t)))⊢(q∧(q∨p)),((∨q))(q))((∨q)(∨∨)))
8196,(r(t→(r∧p)))⊢(t→(r∧p)),((→∧))(s))((∨))(∨∨)))
8197,(p((t∨p)→s))⊢(p∨s),((→p))(p))((∨p)(∨))
8198,((r→t)t)⊢(r∨t),((→→))((∨))(∨∨)
8199,((s→(s∧q))s)⊢(s∨q),((∧∧))(())((∨s)()
8200,((t∨t)(s∨s))⊢((t∨t)∧(s∨s)),((∨()(t)))((∨)(((∨()∨)))
8201,(((p∧q)∨r)q)⊢(t∨(q∨q)),((∨q))(q))((∨q)(∨∨)))
8202,((s∧t)p)⊢(r∨(t∨p)),((∧p))(p))((∨∨)()
8203,((r∨s)(p∧(¬s)))⊢(t∨(r∨s)),((∨()(∨))((())(()(())))
8204,((t→r)((¬t)∨q))⊢((t→r)→((¬t)∨q)),((∨()(∨))((∨)((((((())(()())))))
8205,(p((s→s)→s))⊢(r∨(q∨p)),((→→))(→))((∨))(∨∨)))
8206,(((¬p)→q)q)⊢(((¬p)→q)∨r),((∨()(∨))((∨)((()(())))
8207,((p→p)((t→s)∨t))⊢((p→p)∨r),((→p)(p→))((∨))(∨p))∨p))
8208,(q(s∧r))⊢(q∧r),((∧∧))(())((
8209,(r(t∧t))⊢((t∧t)∨q),((∧∧))(t))((∨t)(
8210,(((r→q)→s)(r∨q))⊢((r∨q)∧((r∨q)∨p)),((∨(r(q)))(r∨)((rr((∨r)((r))r))))
8211,(r(s∧(q∨s)))⊢((r∨p)∨p),((∨r))()))((∨))(∨∨)))
8212,((p→p)p)⊢((p→p)∨q),((→p)p(p∨)((∨p)(∨∨))
8213,((q∨q)(p∧t))⊢(p∨(q∨q)),((∨∨))(t))((∨))(∨∨)))
8214,(r((¬t)→p))⊢((((¬t)→p)∨s)∨q),((∨()(∨))((∨)((()((()))()
8215,((t∧(p→p))(q∧q))⊢((t∧(p→p))∧(q∧q)),((∧()(∧))((∧()((()(()))())
8216,(s(t→(p∨r)))⊢(s∧(r∨s)),((→∧))()))((∨))(∨∨)))
8217,(((s→p)∧s)(¬p))⊢s,((∧∧))∧())((∧s)
8218,(q(t∧t))⊢(t∨t),t(tt)t(t∨t)()
8219,(s(r∧(¬p)))⊢(s∨s),((∧∧))∧())()∨))
8220,(r(q∨p))⊢((q∨p)∨s),((∨∨))(∨∨)((∨∨)(∨∨))
8221,((p∧s)t)⊢(s∨t),((∧∧))((∨)(()
