Iterations,input,output
8250,((p∧(¬r))s)⊢(s∨r),(p∧(¬r))s((s∨r)
8251,((p∧t)((¬r)→t))⊢((p∧t)→t),(p∧t)((¬r)→t)t((p∧t)→t)
8252,((p∨q)(s∨t))⊢((p∨q)∧(s∨t)),(p∨q)(s∨t)((p∨q)∧(s∨t))
8253,(((r∧q)∨t)q)⊢(q→(q∨q)),((r∧q)∨t)q(q∨q)(q→(q∨q))
8254,((s∨q)s)⊢(((s∨q)→s)∨q),(s∨q)s((s∨q)→s)(((s∨q)→s)∨q)
8255,(r((p→s)→s))⊢(((p→s)→s)∨t),r((p→s)→s)(r∨((p→→)→s))(((p→s)→s)∨t)
8256,((¬r)(q∧s))⊢(t∨(q∧s)),(¬r)(q∧s)((∨((∧s))(t((q∧s))
8257,((t→t)q)⊢((t→t)∨q),(t→t)q((t→t)∨q)((t→t)∨q)
8258,(((q→r)∨q)s)⊢(s∨r),((q→r)∨q)s(((q→r)∨q)∧s)(s∨r)
8259,(q((¬s)∨r))⊢(t∨q),q((¬s)∨r)(q∨((¬s)∨r))(t∨q)
8260,((¬s)(r→r))⊢(p∨(¬s)),(¬s)(r→r)((¬(r→)))(p(¬ss))
8261,((r→s)s)⊢((r→s)∧((r→s)∨p)),(r→s)s((r→s)∨p)((r→s)∧((r→s)∨p))
8262,((q∧t)t)⊢((q∧t)∧((q∧t)∨t)),(q∧t)t((q∧t)∨t)((q∧t)∧((q∧t)∨t))
8263,((r∨q)s)⊢(s∧(p∨s)),(r∨q)s(p∨s)(s∧(p∨s))
8264,(t(q→r))⊢(t→(t∨r)),t(q→r)(t∨r)(t→(t∨r))
8265,(((p∨p)∨s)r)⊢((r∨r)∨t),((p∨p)∨s)r(r∨r)((r∨r)∨t)
8266,(((s∧s)∨s)(¬q))⊢(t∨(¬q)),((s∧s)∨s)(¬q)(((s∧s))s)∨(¬q))(t∨(¬q))
8267,((r∧(r∨t))s)⊢(s∨t),(r∧(r∨t))sr(∨∨))
8268,(s((t∧p)∧p))⊢(s∨p),s((t∧p)∧p)(s∨p)(
8269,((¬t)r)⊢(r→(r∨t)),(¬t)r(r∨t)(r→(r∨t))
8270,(q(r∨s))⊢((r∨s)∨t),q(r∨s)(q∨∨)((r∨s)∨t)
8271,(((t∧q)→t)r)⊢((t∧q)→t),((t∧q)→t)r(((t∧q)→t)∧r)((t∧q)→t)
8272,(((p∧p)∧s)p)⊢((p∨p)∨r),((p∧p)∧s)p(p∨p)((p∨p)∨r)
8273,((r∧(p→t))(r∨r))⊢(r∨(r∨r)),(r∧(p→t))(r∨r)((r∨rrrr))rrr
8274,(s(s→q))⊢(s∨(s→q)),s(s→q)(s∨(s→q))(s∨(s→q))
8275,((p→p)p)⊢(p∧p),(p→p)pp(p∧p)
8276,((r∧r)(s∧q))⊢q,(r∧r)(s∧q)q
8277,(p((q→r)∧r))⊢(p∧(p∨s)),p((q→r)∧r)(p∨s)(p∧(p∨s))
8278,((q→p)(q∨r))⊢((q∨r)∨q),(q→p)(q∨r)((q→r)∨))((q∨r)∨q)
8279,((t→p)(s∨(p→p)))⊢((t→p)∨q),(t→p)(s∨(p→p))((t→p)∨()∨(p→p))q((t→
8280,((r∨(t∨p))s)⊢s,(r∨(t∨p))s((r∨(t∨p))∧s)s
8281,(r(q∨(r∧p)))⊢(p∨r),r(q∨(r∧p))(r∨(q∨(r∧p)))(p∨r)
8282,((r→q)t)⊢((r→q)→(r∨(r→q))),(r→q)t(r∨(r→q))((r→q)→(r∨(r→q)))
8283,(t(q→r))⊢(t∨r),t(q→r)(t∨(q→r))(t∨r)
8284,((t→r)(t∧t))⊢((t→r)∧(t∧t)),(t→r)(t∧t)((t→r)∧(t∧t))
8285,(t((q∨t)∧t))⊢(t→((q∨t)∧t)),t((q∨t)∧t)(t→((q∨t)∧t))
8286,(sp)⊢(s∧p),sp(s∧p)
8287,((p∧t)s)⊢((p∧t)∧t),(p∧t)st((p∧t)∧t)
8288,((p∨t)p)⊢(p∨((p∨t)∨s)),(p∨t)p((p∨t)∨s)(p∨((p∨t)∨s))
8289,((¬p)(¬p))⊢((¬p)→(q∨(¬p))),(¬p)(¬p)(q∨(¬p))((¬p)→(q∨(¬p)))
8290,((r∨s)s)⊢((r∨s)∨r),(r∨s)s((r∨s((r∨s)∨r)
8291,(t((s→r)∨t))⊢(t∧(p∨t)),t((s→r)∨t)(p∨t)(t∧(p∨t))
8292,((r→r)s)⊢(s∨t),(r→r)s((r→r)∧s)(s∨t)
8293,(q((p∧t)→q))⊢(((p∧t)→q)∨s),q((p∧t)→q)(q∨((p∧t)→q))(((p∧t)→q)∨s)
8294,((t∧q)(r∧r))⊢((t∧q)→((t∧q)∨s)),(t∧q)(r∧r)((t∧q)∨s)((t∧q)→((t∧q)∨s))
8295,(p(p∧s))⊢(p∧p),p(p∧s)p(p∧p)
8296,(((p∧r)∧q)p)⊢(((p∧r)∧q)∨s),((p∧r)∧q)p(((p∧r)∧q)∨p)(((p∧r)∧q)∨s)
8297,(p(q∧r))⊢(r∨(p→(q∧r))),p(q∧r)(p→(q∧r))(r∨(p→(q∧r)))
8298,(((r∨s)∨t)(p∨s))⊢((p∨s)∧((p∨s)∨q)),((r∨s)∨t)(p∨s)((p∨s)∨q)((p∨s)∧((p∨s)∨q))
8299,((r∨(¬r))(¬s))⊢((r∨(¬r))→(¬s)),(r∨(¬r))(¬s)((r∨(¬r))→r¬s→(¬
8300,(((p∧q)→t)t)⊢(((p∧q)→t)→(((p∧q)→t)∧t)),((p∧q)→t)t(((p∧q)→t)∧t)(((p∧q)→t)→(((p∧q)→t)∧t))
8301,((s→q)(q∧s))⊢((s→q)→(q∧s)),(s→q)(q∧s)((s→q)→(q∧s))
8302,((q∧r)t)⊢((q∧r)∧((q∧r)∨s)),(q∧r)t((q∧r)∨s)((q∧r)∧((q∧r)∨s))
8303,(((s∧s)∧p)(¬q))⊢((¬q)∨r),((s∧s)∧p)(¬q)(((s)∨r)()
8304,((r→r)(t∧s))⊢((t∧s)∨p),(r→r)(t∧s)((r∧s)∨p)((t∧s)∨p)
8305,(((t∨s)∨t)r)⊢((r∨s)∨t),((t∨s)∨t)r(r∨s)((r∨s)∨t)
8306,(((r→q)∨s)t)⊢(t∨r),((r→q)∨s)t(((r→q)∨s)∧t)(t∨r)
8307,(p(q→s))⊢(p∧(p∨r)),p(q→s)(p∨r)(p∧(p∨r))
8308,((s∧r)r)⊢((r∨p)∨q),(s∧r)r(r∨p)((r∨p)∨q)
8309,(((t∧q)∨r)(¬s))⊢(q∨((t∧q)∨r)),((t∧q)∨r)(¬s)(((t∧q)qr)∨(¬t))(q∨((t∧q)r
8310,(((t→r)∨r)(q∧t))⊢(((t→r)∨r)∨q),((t→r)∨r)(q∧t)(((ttr)∨)(((t→r)∨r)∨q)
8311,(((s→p)∨r)r)⊢(r∨p),((s→p)∨r)r(((s→p)∨r)∧r)(r∨p)
8312,((r→q)((s→t)∧p))⊢(p∨(r→q)),(r→q)((s→t)∧p)((∨→(→q))(p∨(r→)
8313,((q∨(¬s))(t→(q∧s)))⊢(((q∨(¬s))∨s)∨p),(q∨(¬s))(t→(q∧s))((q∨(¬s))∨p)(((q∨(¬s))∨s)∨s))s
8314,((¬p)(s→p))⊢((¬p)→(s→p)),(¬p)(s→p)((¬p)→(s→p))
8315,((r∨q)(s∨s))⊢((r∨q)→(s∨s)),(r∨q)(s∨s)((r∨q)→(s∨s))
8316,(q((r∧q)∨t))⊢((r∧q)∨t),q((r∧q)∨t)(q∧((r∧q)∨t))((r∧q)∨t)
8317,((s∧q)(s∧t))⊢(t∨(s∧t)),(s∧q)(s∧t)((s(s∧∨))(t∨(s∧t))
8318,(((q∨t)∨t)p)⊢(((q∨t)∨t)∨p),((q∨t)∨t)p(((q∨t)∨t)∨p)(((q∨t)∨t)∨p)
8319,((t∨(¬s))s)⊢(t∨s),(t∨(¬s))s((t∨(¬s))→s)(t∨s)
8320,(((s∧q)∧p)q)⊢(s∨q),((s∧q)∧p)q((∨q))
8321,((p∨(q∨t))t)⊢((t∨t)∨r),(p∨(q∨t))t(t∨t)((t∨t)∨r)
8322,(r(r∧(t∧t)))⊢(s∨r),r(r∧(t∧t))((∨rr)
8323,(s(¬r))⊢(s→(t∨s)),s(¬r)(t∨s)(s→(t∨s))
8324,((t→s)(p∨r))⊢((t→s)∨s),(t→s)(p∨r)((t→s)∨))((t→s)∨s)
8325,((r∧(¬q))(q∧p))⊢(q∨r),(r∧(¬q))(q∧p)r(q∨r)
8326,((p∧q)q)⊢((q∨r)∨p),(p∧q)q(q∨r)((q∨r)∨p)
8327,(((s→r)∧q)s)⊢(s∨r),((s→r)∧q)s(s∨∨)))
8328,((r∧q)((t∧s)∨t))⊢(s∨(r∧q)),(r∧q)((t∧s)∨t)((∨((r∧)))
8329,(r((s∨q)→s))⊢(r∨r),r((s∨q)→s)(r∨((s∨q)→s))(r∨r)
8330,((¬r)(t∨t))⊢((¬r)∧((¬r)∨r)),(¬r)(t∨t)((¬r)∨r)((¬r)∧((¬r)∨r))
8331,(t(t→s))⊢(t∧(t→(t→s))),t(t→s)(t→(t→s))(t∧(t→(t→s)))
8332,((t∧s)t)⊢((t∧s)→((t∧s)∨t)),(t∧s)t((t∧s)∨t)((t∧s)→((t∧s)∨t))
8333,((p∧t)(p∧s))⊢(q∨(p∧s)),(p∧t)(p∧s)((p(p)∨))(q∨(p∧s))
8334,((q∨(¬s))(t→(q∧s)))⊢((q∨(¬s))∧(t→(q∧s))),(q∨(¬s))(t→(q∧s))((q∨(¬s))∧(t→(q∧s)))
8335,(s(p∧t))⊢(q∨s),s(p∧t)((q∨s)
8336,((t→(r∨r))q)⊢((t→(r∨r))→q),(t→(r∨r))q((t→(r∨r))→q)
8337,((r→(p∨p))p)⊢((p∨p)∨t),(r→(p∨p))p(p∨p)((p∨p)∨t)
8338,((¬p)(s→t))⊢((¬p)→((¬p)→(s→t))),(¬p)(s→t)((¬p)→(s→t))((¬p)→((¬p)→(s→t)))
8339,(p(p→s))⊢((t∨p)∨q),p(p→s)(t∨p)((t∨p)∨q)
8340,(((q∨q)→q)s)⊢(s→(q∨s)),((q∨q)→q)s(q∨s)(s→(q∨s))
8341,((q→(t∧r))r)⊢(r∨r),(q→(t∧r))r((q→(t∧r))→r)(r∨r)
8342,((s∨(q→s))r)⊢(s∨(q→s)),(s∨(q→s))r((s∨(q→s))∧r)(s∨(q→s))
8343,(r((s∧q)∧t))⊢(r∧(r∨r)),r((s∧q)∧t)(r∨r)(r∧(r∨r))
8344,(s((¬t)∧t))⊢(q∨s),s((¬t)∧t)((∨∨))
8345,((¬s)s)⊢(((¬s)∨q)∨r),(¬s)s((¬s)∨q)(((¬s)∨q)∨r)
8346,(((p∨s)∧t)p)⊢p,((p∨s)∧t)p(((p∨s)∧t)∧p)p
8347,((t→r)(p→r))⊢((t→r)∨t),(t→r)(p→r)((t→r)∨))((t→r)∨t)
8348,(p(q∧(s→s)))⊢(p→(q∧(s→s))),p(q∧(s→s))(p→(q∧(s→s)))
8349,((t∨t)(s∨s))⊢((s∨s)→((s∨s)∨p)),(t∨t)(s∨s)((s∨s)∨p)((s∨s)→((s∨s)∨p))
8350,(r(q∨q))⊢(t∨r),r(q∨q)(r∨(q∨q))(t∨r)
8351,((p→(r∨t))(q∨s))⊢(t∨((q∨s)∨s)),(p→(r∨t))(q∨s)((∨→q)∨s)(t∨((q∨s)∨s))
8352,((t∨p)(p→p))⊢(p∨((p→p)∨r)),(t∨p)(p→p)((p→p)∨r)(p∨((p→p)∨r))
8353,(r(s→q))⊢(r→(r∨s)),r(s→q)(r∨s)(r→(r∨s))
8354,(r(r∧q))⊢(r→q),r(r∧q)q(r→q)
8355,((q∨s)(s∨t))⊢((s∨t)∨q),(q∨s)(s∨t)((∨∨s)∨))((s∨t)∨q)
8356,(s((q∧s)∧p))⊢(s∨q),s((q∧s)∧p)(s∨∨)(
8357,(((p∧r)∧q)p)⊢(((p∧r)∧q)→(p∧r)),((p∧r)∧q)p(p∧r)(((p∧r)∧q)→(p∧r))
8358,((s→(q∨r))t)⊢(s∨t),(s→(q∨r))t((s→(q∨r))→t)(s∨t)
8359,(((r∧s)∨t)q)⊢(q→(q∨p)),((r∧s)∨t)q(q∨p)(q→(q∨p))
8360,((t→s)t)⊢(t∨s),(t→s)t((t→s)∧t)(t∨s)
8361,((t∨q)(t∨r))⊢((t∨r)∨s),(t∨q)(t∨r)((t∨r)∨))((t∨r)∨s)
8362,(t(r→p))⊢(q∨(t→(r→p))),t(r→p)(t→(r→p))(q∨(t→(r→p)))
8363,((r∨(r∨p))(¬s))⊢(t∨((¬s)∨s)),(r∨(r∨p))(¬s)((¬s)∨s)(t∨((¬s)∨s))
8364,((¬q)(t∧p))⊢(p∨(t∧p)),(¬q)(t∧p)((∨((∧p))(p((t∧p))
8365,((s∧p)(q∧r))⊢((q∧r)→r),(s∧p)(q∧r)r((q∧r)→r)
8366,((s∨(p∨t))(p∧r))⊢((s∨(p∨t))→(p∧r)),(s∨(p∨t))(p∧r)(s∨(p∧r))((s∨(p∨t))→(p∧r))
8367,((s∨(s∨t))t)⊢(s∨t),(s∨(s∨t))t((s∨(s∨t))∧t)(s∨t)
8368,((q∨s)(r∧s))⊢(s∨(q∨s)),(q∨s)(r∧s)((∨(s)∨))(s∨(q∨s))
8369,((r∨(s∨s))(¬s))⊢((r∨(s∨s))∨r),(r∨(s∨s))(¬s)((r∨(s∨s)(r((s)s()∨r)
8370,((s∨r)r)⊢(r∨p),(s∨r)r((s∨r)∧r)(r∨p)
8371,((q→q)((q→s)→t))⊢((q→q)→(p∨(q→q))),(q→q)((q→s)→t)(p∨(q→q))((q→q)→(p∨(q→q)))
8372,(r((t∧r)→s))⊢(r∧(r∨t)),r((t∧r)→s)(r∨t)(r∧(r∨t))
8373,((q→r)s)⊢(q∨(q→r)),(q→r)s((q→r)rs)(q∨(q→r))
8374,((t∧p)s)⊢((t∧p)→p),(t∧p)sp((t∧p)→p)
8375,((¬q)(s→r))⊢(t∨(s→r)),(¬q)(s→r)((∨(s→r))(t((s→r))
8376,(t(t→(r∧q)))⊢(t→(t→(r∧q))),t(t→(r∧q))(t→(t→(r∧q)))
8377,((¬t)t)⊢((¬t)∧t),(¬t)t((¬t)∧t)
8378,((r→(t→s))r)⊢((t∨r)∨t),(r→(t→s))r(t∨r)((t∨r)∨t)
8379,(s(r→r))⊢((r→r)∨p),s(r→r)(s∨(r→r))((r→r)∨p)
8380,((t∧r)q)⊢((t∧r)∧r),(t∧r)qr((t∧r)∧r)
8381,(s((r∧t)∨s))⊢(s→(s∨s)),s((r∧t)∨s)(s∨s)(s→(s∨s))
8382,((¬q)(t∧r))⊢((t∧r)∧r),(¬q)(t∧r)r((t∧r)∧r)
8383,((s∨p)t)⊢(s∨t),(s∨p)t((s∨p)∧t)(s∨t)
8384,((s∧(r→s))r)⊢((r→s)∨t),(s∧(r→s))r(r→s)((r→s)∨t)
8385,(((r∧q)→r)p)⊢(p∨q),((r∧q)→r)p(((r∧q)→r)p)(p∨q)
8386,((t→s)t)⊢((t→s)∨t),(t→s)t((t→s)→t)((t→s)∨t)
8387,(((t→t)∧t)s)⊢(q∨((t→t)∧t)),((t→t)∧t)s(((t→t)∧t)ts)(q∨((t→t)∧t))
8388,((p∧s)(¬q))⊢((p∧s)∨q),(p∧s)(¬q)(((∧ss∨∨)((s
8389,((s∧t)(t→(q∧t)))⊢((t→(q∧t))∧((s∧t)→(t→(q∧t)))),(s∧t)(t→(q∧t))((s∧t)→(t→(q∧t)))((t→(q∧t))∧((s∧t)→(t→(q∧t))))
8390,(q(s∨(t∨r)))⊢(q→(q∨s)),q(s∨(t∨r))(q∨s)(q→(q∨s))
8391,((¬p)(t→r))⊢((t→r)→((t→r)∨p)),(¬p)(t→r)((t→r)∨p)((t→r)→((t→r)∨p))
8392,((s∨r)(q∧(¬q)))⊢(s∨(s∨r)),(s∨r)(q∧(¬q))((s∨s∨r))(s∨(s∨r)
8393,(s((r∨p)∧r))⊢(((r∨p)∧r)∧r),s((r∨p)∧r)r(((r∨p)∧r)∧r)
8394,((p∨q)p)⊢(p∨p),(p∨q)p((p∨q)∧p)(p∨p)
8395,((s→(q→r))(¬q))⊢((¬q)∧((¬q)∨t)),(s→(q→r))(¬q)((¬q)∨t)((¬q)∧((¬q)∨t))
8396,(((s∧s)∧r)s)⊢(s∧(((s∧s)∧r)∧s)),((s∧s)∧r)s(((s∧s)∧r)∧s)(s∧(((s∧s)∧r)∧s))
8397,(((¬q)∨q)(r∧q))⊢((r∧q)∨r),((¬q)∨q)(r∧q)(((rq)∨r))r∧
8398,((s→r)(r∧q))⊢((s→r)→((s→r)∨t)),(s→r)(r∧q)((s→r)∨t)((s→r)→((s→r)∨t))
8399,((q∨(r∧p))q)⊢(q→(q∨t)),(q∨(r∧p))q(q∨t)(q→(q∨t))
8400,((r→s)t)⊢(t∨t),(r→s)t((r→s)∧t)(t∨t)
8401,(s(t→r))⊢((t→r)→(r∨(t→r))),s(t→r)(r∨(t→r))((t→r)→(r∨(t→r)))
8402,(p(q∧p))⊢(p→(q∧p)),p(q∧p)(p→(q∧p))
8403,(((s∧s)→t)r)⊢(p∨(r∨r)),((s∧s)→t)r(r∨r)(p∨(r∨r))
8404,(((s∧s)∧r)s)⊢s,((s∧s)∧r)s(s∧s)s
8405,(((q∨r)→s)t)⊢(r∨t),((q∨r)→s)t(((q∨r)→s)∧t)(r∨t)
8406,(((q→q)∨q)(t∧t))⊢((t∧t)→(t∨(t∧t))),((q→q)∨q)(t∧t)(t∨(t∧t))((t∧t)→(t∨(t∧t)))
8407,((p∨(s∧p))q)⊢((p∨(s∧p))∨t),(p∨(s∧p))q((p∨(s∧p))∨q)((p∨(s∧p))∨t)
8408,((s∧q)s)⊢((s∧q)∨q),(s∧q)s((s∧q)∧s)((s∧q)∨q)
8409,((¬p)r)⊢(s∨r),(¬p)r((¬r)∧r)(s∨r)
8410,((q∨(p→q))(s→q))⊢((s→q)→((s→q)∨q)),(q∨(p→q))(s→q)((s→q)∨q)((s→q)→((s→q)∨q))
8411,((p∧s)(s∨p))⊢((s∨p)∨s),(p∧s)(s∨p)((p∨s)∨s)((s∨p)∨s)
8412,(r(p→s))⊢(r∨t),r(p→s)(r∨(p→s))(r∨t)
8413,(((p∧p)∧q)p)⊢(p∧(p∨r)),((p∧p)∧q)p(p∨r)(p∧(p∨r))
8414,((q∧r)(p∨r))⊢((q∧r)→r),(q∧r)(p∨r)r((q∧r)→r)
8415,(((t→r)∧q)r)⊢(((t→r)∧q)→(t→r)),((t→r)∧q)r(t→r)(((t→r)∧q)→(t→r))
8416,((q∨(¬p))q)⊢(p∨(q∨(¬p))),(q∨(¬p))q((q∨(¬p))∨q)(p∨(q∨(¬p)))
8417,((r→s)(q∧q))⊢q,(r→s)(q∧q)q
8418,((t∧r)p)⊢p,(t∧r)p((t∧r)∧p)p
8419,((¬s)(p∧t))⊢((¬s)∧(p∧t)),(¬s)(p∧t)((¬s)∧(p∧t))
8420,((r∨r)t)⊢(r∨(t∨r)),(r∨r)t(t∨r)(r∨(t∨r))
8421,((r∧p)(¬t))⊢(r∨s),(r∧p)(¬t)r(r∨s)
8422,((q→r)s)⊢((q→r)∧(s∨p)),(q→r)s(s∨p)((q→r)∧(s∨p))
8423,((q∨(s∨r))t)⊢(t∨s),(q∨(s∨r))t((q∨(s∨r))∧t)(t∨s)
8424,(q(s∧p))⊢(q∧s),q(s∧p)s(q∧s)
8425,(q(t∧q))⊢(q∨s),q(t∧q)((q∨s)
8426,(((¬t)→t)s)⊢(s∧(s∨t)),((¬t)→t)s(s∨t)(s∧(s∨t))
8427,(((t∧p)→r)r)⊢((r∨r)∨p),((t∧p)→r)r(r∨r)((r∨r)∨p)
8428,(((s→q)∧t)p)⊢(p∨(s→q)),((s→q)∧t)p(s→q)(p∨(s→q))
8429,((q∧(t∧t))q)⊢q,(q∧(t∧t))q(t∧t)t
8430,((q∧t)(p∨(r→t)))⊢((q∧t)∧q),(q∧t)(p∨(r→t))q((q∧t)∧q)
8431,((¬q)(t∧r))⊢((t∧r)→(t∨(t∧r))),(¬q)(t∧r)(t∨(t∧r))((t∧r)→(t∨(t∧r)))
8432,((s∧(t∧p))q)⊢(q→s),(s∧(t∧p))qs(q→s)
8433,((¬s)(r∧(¬q)))⊢((¬s)∧(r∧(¬q))),(¬s)(r∧(¬q))((¬s)∧(r)∧(r))))
8434,((t∨p)(p→p))⊢((s∨(t∨p))∨q),(t∨p)(p→p)(s∨(t∨p))((s∨(t∨p))∨q)
8435,(q((s∨q)→s))⊢((s∨q)→s),q((s∨q)→s)(q∧((s∨q)→s))((s∨q)→s)
8436,((q∧(t∨q))(p∨q))⊢(((p∨q)∨s)∨t),(q∧(t∨q))(p∨q)(((∧q∨∨s)(((p∨q)∨s)t)
8437,((r→(p∧p))(t→s))⊢(t∨(t→s)),(r→(p∧p))(t→s)((r→(p∧))(t(t→→s))(
8438,((t∧(¬p))q)⊢(q∧(¬p)),(t∧(¬p))q(¬p)(¬∧(¬p))(q∧(¬p
8439,((r∧(p∨q))s)⊢(r∨s),(r∧(p∨q))sr(r∨))
8440,(((s∧p)→q)(q∨s))⊢(q∨s),((s∧p)→q)(q∨s)(((s∧p)→q)∧(q∨s))(q∨s)
8441,((r∨t)r)⊢((r∨t)∨q),(r∨t)r(rr∨)((r∨t)∨q)
8442,((r∧q)((t∧s)∨t))⊢(s∨((t∧s)∨t)),(r∧q)((t∧s)∨t)((∨∧s)∨s)(s∨((t∧s)∨t))
8443,(p(t→t))⊢(q∨p),p(t→t)(p∨(t→t))(q∨p)
8444,((r∧(r∧t))(p∨q))⊢(r∧t),(r∧(r∧t))(p∨q)((r∧(r∧t))∧(p∨q))(r∧t)
8445,(q((s→t)→q))⊢(((s→t)→q)∨t),q((s→t)→q)(q∨((s→t)→q))(((s→t)→q)∨t)
8446,((p∧(r∧q))(r∧(q∨r)))⊢(q∨r),(p∧(r∧q))(r∧(q∨r))r(q∨r)
8447,((p∨p)s)⊢(s∨(p∨p)),(p∨p)s(s∨p)(s∨(p∨p))
8448,(p(r∧q))⊢(p∧(t∨p)),p(r∧q)(t∨p)(p∧(t∨p))
8449,(p((q∨t)∨s))⊢(t∨p),p((q∨t)∨s)(p∨((q∨t)∨s))(t∨p)
8450,(r(s∨r))⊢((s∨r)∨r),r(s∨r)(r∨r)((s∨r)∨r)
8451,((q∨s)(p∨p))⊢((q∨s)→((q∨s)∨p)),(q∨s)(p∨p)((q∨s)∨p)((q∨s)→((q∨s)∨p))
8452,((t∧p)(s∨q))⊢((s∨q)∨r),(t∧p)(s∨q)((t∨q)∨r)((s∨q)∨r)
8453,(s(r∧(p∨p)))⊢((p∨s)∨q),s(r∧(p∨p))(p∨s)((p∨s)∨q)
8454,(((r∨r)∧p)p)⊢(p∨q),((r∨r)∧p)p(p∨r)()
8455,(((s∨p)∨q)(¬s))⊢((¬s)∨r),((s∨p)∨q)(¬s)(((s)p))q)∧(¬s))((¬s)∨r)
8456,(r(¬t))⊢((¬t)→(r∨t)),r(¬t)(r∨t)((¬t)→(r∨t))
8457,((q∨r)((t∧r)→s))⊢(((t∧r)→s)∨q),(q∨r)((t∧r)→s)((q∨r)∨()t∨r)→s))s)∨q)
8458,(r(r→(q∨t)))⊢((r→(q∨t))∨s),r(r→(q∨t))(r∨(r→(q∨t)))((r→(q∨t))∨s)
8459,((q∧(q→q))(¬q))⊢((¬q)∧q),(q∧(q→q))(¬q)q((¬q)∧q)
8460,((s∨(p→p))(p→t))⊢((s∨(p→p))∧(p→t)),(s∨(p→p))(p→t)(s∨(p→t))((s∨(p→p))∧(p→t))
8461,(((q∧s)→s)p)⊢(p∧(p∨q)),((q∧s)→s)p(p∨q)(p∧(p∨q))
8462,((s∨q)r)⊢((s∨q)∧r),(s∨q)r((s∨q)∧r)
8463,((s→(r∧p))t)⊢((s→(r∧p))∧t),(s→(r∧p))t((s→(r∧p))∧t)
8464,(((r→p)→s)r)⊢(t∨((r→p)→s)),((r→p)→s)r(((r→p)→s)→r)(t∨((r→p)→s))
8465,((q∧(r∨r))(p∨(t∨t)))⊢((q∧(r∨r))∧(p∨(t∨t))),(q∧(r∨r))(p∨(t∨t))((q∧(r∨r))∧(p∨(t∨t)))
8466,((r∨p)s)⊢(s∨t),(r∨p)s((r∨p)∧s)(s∨t)
8467,((q∧q)r)⊢((q∧q)∨t),(q∧q)r((q∧q)∨r)((q∧q)∨t)
8468,((r∨q)p)⊢(p∨t),(r∨q)p((r∨q)∧p)(p∨t)
8469,(q(r→(q∧p)))⊢(q∧(q∨q)),q(r→(q∧p))(q∨q)(q∧(q∨q))
8470,(t(t→t))⊢(t∨q),t(t→t)(t∨(t→t))(t∨q)
8471,(((r∧t)∨s)(r∧q))⊢q,((r∧t)∨s)(r∧q)q
8472,((r∧q)(s∨r))⊢((r∧q)→r),(r∧q)(s∨r)r((r∧q)→r)
8473,((q→(r∧s))q)⊢(s∨(r∧s)),(q→(r∧s))q(r∧s)(s∨(r∧s))
8474,(q(s∧(r→s)))⊢(p∨(s∧(r→s))),q(s∧(r→s))(q∨(s∧(r→s)))(p∨(s∧(r→s)))
8475,((s→t)r)⊢((s→t)→((s→t)∨t)),(s→t)r((s→t)∨t)((s→t)→((s→t)∨t))
8476,((t→r)(t∨t))⊢(t→r),(t→r)(t∨t)((t→r)∧(t∨t))(t→r)
8477,(t(t→s))⊢((s∨t)∨r),t(t→s)(s∨t)((s∨t)∨r)
8478,((s∧p)p)⊢((s∧p)→((s∧p)∨t)),(s∧p)p((s∧p)∨t)((s∧p)→((s∧p)∨t))
8479,(((p→p)∨t)s)⊢(s→(p∨s)),((p→p)∨t)s(p∨s)(s→(p∨s))
8480,(q((p∧t)∧r))⊢(q→((p∧t)∧r)),q((p∧t)∧r)(q→((p∧t)∧r))
8481,((s→(q∧q))((q∧t)∧t))⊢(r∨(s→(q∧q))),(s→(q∧q))((q∧t)∧t)((s((q(q))∨))(r∨(s→(q∧q)))
8482,((¬t)(p∨s))⊢(p∨(p∨s)),(¬t)(p∨s)((∨(p∨s))(p((p∨s))
8483,((s∧t)t)⊢t,(s∧t)t((s∧t)∧t)t
8484,(((t∨q)→p)t)⊢(t∨p),((t∨q)→p)t(((t∨q)→p)∧t)(t∨p)
8485,(((r∨t)→t)(q→(p∨t)))⊢(((r∨t)→t)∧(q→(p∨t))),((r∨t)→t)(q→(p∨t))(((r∨t)→t)∧(q→(p∨t)))
8486,((p→s)(q∨q))⊢((p→s)∨t),(p→s)(q∨q)((p→s)∨))((p→s)∨t)
8487,(q((q→r)→t))⊢(q∨t),q((q→r)→t)(q∨((q→r)→t))(q∨t)
8488,(q(p∧(¬t)))⊢p,q(p∧(¬t))(q∧(p∧(¬t)))p
8489,(((t→r)∨r)(q∧t))⊢((q∧t)∧q),((t→r)∨r)(q∧t)q((q∧t)∧q)
8490,((s∧q)s)⊢(s∨(s∧q)),(s∧q)s((s∧q)∧s)(s∨(s∧q))
8491,((s∨r)(s∧p))⊢(((s∨r)∨t)∨r),(s∨r)(s∧p)((s∨r)∨t)(((s∨r)∨t)∨r)
8492,((¬t)(p∧q))⊢((¬t)→((¬t)∨r)),(¬t)(p∧q)((¬t)∨r)((¬t)→((¬t)∨r))
8493,((r→(t→s))r)⊢((r→(t→s))∧r),(r→(t→s))r((r→(t→s))∧r)
8494,(r(r→s))⊢(r∧(p∨r)),r(r→s)(p∨r)(r∧(p∨r))
8495,(((p→s)∧r)(t∧r))⊢((t∧r)∧t),((p→s)∧r)(t∧r)t((t∧r)∧t)
8496,((s→q)(s∧t))⊢((s→q)∧t),(s→q)(s∧t)t((s→q)∧t)
